habitat,eventID,organismQuantity,occurrenceID,basisOfRecord
Medicago romanica,Askaniia_Nova_1380,r,Askaniia_Nova_1380_023,HumanObservation
Phlomis pungens,Askaniia_Nova_1380,r,Askaniia_Nova_1380_024,HumanObservation
Poa angustifolia,Askaniia_Nova_1380,+,Askaniia_Nova_1380_025,HumanObservation
Psammophiliella muralis,Askaniia_Nova_1380,r,Askaniia_Nova_1380_026,HumanObservation
Salvia aethiopis,Askaniia_Nova_1380,r,Askaniia_Nova_1380_027,HumanObservation
Scorzonera mollis,Askaniia_Nova_1380,r,Askaniia_Nova_1380_028,HumanObservation
Senecio jacobaea,Askaniia_Nova_1380,r,Askaniia_Nova_1380_029,HumanObservation
Seseli tortuosum,Askaniia_Nova_1380,2,Askaniia_Nova_1380_030,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1380,r,Askaniia_Nova_1380_031,HumanObservation
Stipa capillata,Askaniia_Nova_1380,2,Askaniia_Nova_1380_032,HumanObservation
Stipa lessingiana,Askaniia_Nova_1380,2,Askaniia_Nova_1380_033,HumanObservation
Stipa ucrainica,Askaniia_Nova_1380,2,Askaniia_Nova_1380_034,HumanObservation
Trifolium arvense,Askaniia_Nova_1380,r,Askaniia_Nova_1380_035,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_1380,r,Askaniia_Nova_1380_036,HumanObservation
Xanthopaemelia camschadalis,Askaniia_Nova_1380,r,Askaniia_Nova_1380_037,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1381,+,Askaniia_Nova_1381_001,HumanObservation
Allium paniculatum,Askaniia_Nova_1381,r,Askaniia_Nova_1381_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_1381,r,Askaniia_Nova_1381_003,HumanObservation
Carduus uncinatus,Askaniia_Nova_1381,r,Askaniia_Nova_1381_004,HumanObservation
Carex melanostachya,Askaniia_Nova_1381,r,Askaniia_Nova_1381_005,HumanObservation
Carex praecox,Askaniia_Nova_1381,r,Askaniia_Nova_1381_006,HumanObservation
Centaurea diffusa,Askaniia_Nova_1381,r,Askaniia_Nova_1381_007,HumanObservation
Cladonia fimbriata,Askaniia_Nova_1381,r,Askaniia_Nova_1381_008,HumanObservation
Cladonia rangiformis,Askaniia_Nova_1381,r,Askaniia_Nova_1381_009,HumanObservation
Consolida paniculata,Askaniia_Nova_1381,r,Askaniia_Nova_1381_010,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1381,r,Askaniia_Nova_1381_011,HumanObservation
Dianthus guttatus,Askaniia_Nova_1381,r,Askaniia_Nova_1381_012,HumanObservation
Dianthus pallens,Askaniia_Nova_1381,r,Askaniia_Nova_1381_013,HumanObservation
Euphorbia seguierana,Askaniia_Nova_1381,r,Askaniia_Nova_1381_014,HumanObservation
Festuca valesiaca,Askaniia_Nova_1381,3,Askaniia_Nova_1381_015,HumanObservation
Galatella villosa,Askaniia_Nova_1381,r,Askaniia_Nova_1381_016,HumanObservation
Galium ruthenicum,Askaniia_Nova_1381,r,Askaniia_Nova_1381_017,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1381,r,Askaniia_Nova_1381_018,HumanObservation
Herniaria besseri,Askaniia_Nova_1381,r,Askaniia_Nova_1381_019,HumanObservation
Koeleria cristata,Askaniia_Nova_1381,2,Askaniia_Nova_1381_020,HumanObservation
Limonium sareptanum,Askaniia_Nova_1381,r,Askaniia_Nova_1381_021,HumanObservation
Phlomis pungens,Askaniia_Nova_1381,r,Askaniia_Nova_1381_022,HumanObservation
Poa angustifolia,Askaniia_Nova_1381,+,Askaniia_Nova_1381_023,HumanObservation
Salvia aethiopis,Askaniia_Nova_1381,r,Askaniia_Nova_1381_024,HumanObservation
Senecio jacobaea,Askaniia_Nova_1381,r,Askaniia_Nova_1381_025,HumanObservation
Seseli tortuosum,Askaniia_Nova_1381,2,Askaniia_Nova_1381_026,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1381,r,Askaniia_Nova_1381_027,HumanObservation
Stipa capillata,Askaniia_Nova_1381,2,Askaniia_Nova_1381_028,HumanObservation
Stipa lessingiana,Askaniia_Nova_1381,2,Askaniia_Nova_1381_029,HumanObservation
Stipa ucrainica,Askaniia_Nova_1381,2,Askaniia_Nova_1381_030,HumanObservation
Taraxacum erythrospermum,Askaniia_Nova_1381,r,Askaniia_Nova_1381_031,HumanObservation
Achillea micranthoides,Askaniia_Nova_1382,r,Askaniia_Nova_1382_001,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1382,+,Askaniia_Nova_1382_002,HumanObservation
Allium paczoskianum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_003,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1382,r,Askaniia_Nova_1382_004,HumanObservation
Artemisia austriaca,Askaniia_Nova_1382,+,Askaniia_Nova_1382_005,HumanObservation
Atriplex sphaeromorpha,Askaniia_Nova_1382,r,Askaniia_Nova_1382_006,HumanObservation
Bromus squarrosus,Askaniia_Nova_1382,r,Askaniia_Nova_1382_007,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1382,r,Askaniia_Nova_1382_008,HumanObservation
Camelina microcarpa,Askaniia_Nova_1382,r,Askaniia_Nova_1382_009,HumanObservation
Cardaria draba,Askaniia_Nova_1382,r,Askaniia_Nova_1382_010,HumanObservation
Carduus uncinatus,Askaniia_Nova_1382,r,Askaniia_Nova_1382_011,HumanObservation
Carex praecox,Askaniia_Nova_1382,2,Askaniia_Nova_1382_012,HumanObservation
Consolida paniculata,Askaniia_Nova_1382,r,Askaniia_Nova_1382_013,HumanObservation
Crepis ramosissima,Askaniia_Nova_1382,r,Askaniia_Nova_1382_014,HumanObservation
Cruciata pedemontana,Askaniia_Nova_1382,r,Askaniia_Nova_1382_015,HumanObservation
Dianthus guttatus,Askaniia_Nova_1382,r,Askaniia_Nova_1382_016,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1382,r,Askaniia_Nova_1382_017,HumanObservation
Eryngium campestre,Askaniia_Nova_1382,r,Askaniia_Nova_1382_018,HumanObservation
Euphorbia seguierana,Askaniia_Nova_1382,r,Askaniia_Nova_1382_019,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1382,r,Askaniia_Nova_1382_020,HumanObservation
Ferula caspica,Askaniia_Nova_1382,r,Askaniia_Nova_1382_021,HumanObservation
Festuca valesiaca,Askaniia_Nova_1382,r,Askaniia_Nova_1382_022,HumanObservation
Galatella villosa,Askaniia_Nova_1382,r,Askaniia_Nova_1382_023,HumanObservation
Galium ruthenicum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_024,HumanObservation
Galium spurium,Askaniia_Nova_1382,r,Askaniia_Nova_1382_025,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_026,HumanObservation
Holosteum umbellatum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_027,HumanObservation
Koeleria cristata,Askaniia_Nova_1382,r,Askaniia_Nova_1382_028,HumanObservation
Lactuca serriola,Askaniia_Nova_1382,r,Askaniia_Nova_1382_029,HumanObservation
Lamium amplexicaule,Askaniia_Nova_1382,r,Askaniia_Nova_1382_030,HumanObservation
Limonium sareptanum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_031,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1382,r,Askaniia_Nova_1382_032,HumanObservation
Medicago romanica,Askaniia_Nova_1382,r,Askaniia_Nova_1382_033,HumanObservation
Myosotis micrantha,Askaniia_Nova_1382,r,Askaniia_Nova_1382_034,HumanObservation
Phlomis pungens,Askaniia_Nova_1382,r,Askaniia_Nova_1382_035,HumanObservation
Phlomoides scythica,Askaniia_Nova_1382,r,Askaniia_Nova_1382_036,HumanObservation
Poa bulbosa,Askaniia_Nova_1382,r,Askaniia_Nova_1382_037,HumanObservation
Polygonum novoascanicum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_038,HumanObservation
Potentilla argentea,Askaniia_Nova_1382,r,Askaniia_Nova_1382_039,HumanObservation
Psammophiliella muralis,Askaniia_Nova_1382,r,Askaniia_Nova_1382_040,HumanObservation
Ranunculus illyricus,Askaniia_Nova_1382,r,Askaniia_Nova_1382_041,HumanObservation
Salvia tesquicola,Askaniia_Nova_1382,r,Askaniia_Nova_1382_042,HumanObservation
Scorzonera mollis,Askaniia_Nova_1382,r,Askaniia_Nova_1382_043,HumanObservation
Senecio jacobaea,Askaniia_Nova_1382,r,Askaniia_Nova_1382_044,HumanObservation
Seseli tortuosum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_045,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_046,HumanObservation
Stipa capillata,Askaniia_Nova_1382,2,Askaniia_Nova_1382_047,HumanObservation
Stipa lessingiana,Askaniia_Nova_1382,r,Askaniia_Nova_1382_048,HumanObservation
Stipa ucrainica,Askaniia_Nova_1382,r,Askaniia_Nova_1382_049,HumanObservation
Tanacetum millefolium,Askaniia_Nova_1382,r,Askaniia_Nova_1382_050,HumanObservation
Taraxacum erythrospermum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_051,HumanObservation
Tragopogon major,Askaniia_Nova_1382,r,Askaniia_Nova_1382_052,HumanObservation
Trinia hispida,Askaniia_Nova_1382,r,Askaniia_Nova_1382_053,HumanObservation
Valeriana tuberosa,Askaniia_Nova_1382,r,Askaniia_Nova_1382_054,HumanObservation
Valerianella costata,Askaniia_Nova_1382,r,Askaniia_Nova_1382_055,HumanObservation
Ventenata dubia,Askaniia_Nova_1382,r,Askaniia_Nova_1382_056,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_1382,r,Askaniia_Nova_1382_057,HumanObservation
Veronica praecox,Askaniia_Nova_1382,r,Askaniia_Nova_1382_058,HumanObservation
Veronica spicata,Askaniia_Nova_1382,r,Askaniia_Nova_1382_059,HumanObservation
Veronica verna,Askaniia_Nova_1382,r,Askaniia_Nova_1382_060,HumanObservation
Vicia villosa,Askaniia_Nova_1382,2,Askaniia_Nova_1382_061,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1382,r,Askaniia_Nova_1382_062,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_001,HumanObservation
Allium paczoskianum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_002,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1383,r,Askaniia_Nova_1383_003,HumanObservation
Artemisia austriaca,Askaniia_Nova_1383,r,Askaniia_Nova_1383_004,HumanObservation
Atriplex sphaeromorpha,Askaniia_Nova_1383,r,Askaniia_Nova_1383_005,HumanObservation
Bromus squarrosus,Askaniia_Nova_1383,r,Askaniia_Nova_1383_006,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1383,r,Askaniia_Nova_1383_007,HumanObservation
Camelina microcarpa,Askaniia_Nova_1383,r,Askaniia_Nova_1383_008,HumanObservation
Cardaria draba,Askaniia_Nova_1383,r,Askaniia_Nova_1383_009,HumanObservation
Carduus uncinatus,Askaniia_Nova_1383,r,Askaniia_Nova_1383_010,HumanObservation
Carex praecox,Askaniia_Nova_1383,r,Askaniia_Nova_1383_011,HumanObservation
Carex stenophylla,Askaniia_Nova_1383,r,Askaniia_Nova_1383_012,HumanObservation
Consolida paniculata,Askaniia_Nova_1383,r,Askaniia_Nova_1383_013,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1383,r,Askaniia_Nova_1383_014,HumanObservation
Crepis ramosissima,Askaniia_Nova_1383,r,Askaniia_Nova_1383_015,HumanObservation
Cruciata pedemontana,Askaniia_Nova_1383,r,Askaniia_Nova_1383_016,HumanObservation
Dianthus guttatus,Askaniia_Nova_1383,r,Askaniia_Nova_1383_017,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1383,+,Askaniia_Nova_1383_018,HumanObservation
Eryngium campestre,Askaniia_Nova_1383,r,Askaniia_Nova_1383_019,HumanObservation
Euphorbia seguierana,Askaniia_Nova_1383,r,Askaniia_Nova_1383_020,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1383,r,Askaniia_Nova_1383_021,HumanObservation
Festuca valesiaca,Askaniia_Nova_1383,r,Askaniia_Nova_1383_022,HumanObservation
Gagea bohemica,Askaniia_Nova_1383,r,Askaniia_Nova_1383_023,HumanObservation
Gagea pusilla,Askaniia_Nova_1383,r,Askaniia_Nova_1383_024,HumanObservation
Galatella villosa,Askaniia_Nova_1383,r,Askaniia_Nova_1383_025,HumanObservation
Galium ruthenicum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_026,HumanObservation
Galium spurium,Askaniia_Nova_1383,r,Askaniia_Nova_1383_027,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_028,HumanObservation
Holosteum umbellatum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_029,HumanObservation
Inula britannica,Askaniia_Nova_1383,r,Askaniia_Nova_1383_030,HumanObservation
Koeleria cristata,Askaniia_Nova_1383,r,Askaniia_Nova_1383_031,HumanObservation
Lactuca serriola,Askaniia_Nova_1383,r,Askaniia_Nova_1383_032,HumanObservation
Lamium amplexicaule,Askaniia_Nova_1383,r,Askaniia_Nova_1383_033,HumanObservation
Limonium sareptanum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_034,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1383,r,Askaniia_Nova_1383_035,HumanObservation
Medicago romanica,Askaniia_Nova_1383,r,Askaniia_Nova_1383_036,HumanObservation
Myosotis micrantha,Askaniia_Nova_1383,r,Askaniia_Nova_1383_037,HumanObservation
Phlomis pungens,Askaniia_Nova_1383,r,Askaniia_Nova_1383_038,HumanObservation
Phlomoides scythica,Askaniia_Nova_1383,3,Askaniia_Nova_1383_039,HumanObservation
Poa bulbosa,Askaniia_Nova_1383,r,Askaniia_Nova_1383_040,HumanObservation
Potentilla argentea,Askaniia_Nova_1383,r,Askaniia_Nova_1383_041,HumanObservation
Psammophiliella muralis,Askaniia_Nova_1383,r,Askaniia_Nova_1383_042,HumanObservation
Ranunculus illyricus,Askaniia_Nova_1383,r,Askaniia_Nova_1383_043,HumanObservation
Rumex crispus,Askaniia_Nova_1383,r,Askaniia_Nova_1383_044,HumanObservation
Salvia aethiopis,Askaniia_Nova_1383,r,Askaniia_Nova_1383_045,HumanObservation
Salvia tesquicola,Askaniia_Nova_1383,r,Askaniia_Nova_1383_046,HumanObservation
Scorzonera mollis,Askaniia_Nova_1383,r,Askaniia_Nova_1383_047,HumanObservation
Senecio jacobaea,Askaniia_Nova_1383,r,Askaniia_Nova_1383_048,HumanObservation
Seseli tortuosum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_049,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_050,HumanObservation
Stipa capillata,Askaniia_Nova_1383,r,Askaniia_Nova_1383_051,HumanObservation
Stipa ucrainica,Askaniia_Nova_1383,r,Askaniia_Nova_1383_052,HumanObservation
Taraxacum erythrospermum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_053,HumanObservation
Thesium arvense,Askaniia_Nova_1383,r,Askaniia_Nova_1383_054,HumanObservation
Tortula ruralis,Askaniia_Nova_1383,r,Askaniia_Nova_1383_055,HumanObservation
Tragopogon major,Askaniia_Nova_1383,r,Askaniia_Nova_1383_056,HumanObservation
Valeriana tuberosa,Askaniia_Nova_1383,r,Askaniia_Nova_1383_057,HumanObservation
Valerianella costata,Askaniia_Nova_1383,r,Askaniia_Nova_1383_058,HumanObservation
Ventenata dubia,Askaniia_Nova_1383,r,Askaniia_Nova_1383_059,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_1383,r,Askaniia_Nova_1383_060,HumanObservation
Veronica praecox,Askaniia_Nova_1383,r,Askaniia_Nova_1383_061,HumanObservation
Veronica spicata,Askaniia_Nova_1383,r,Askaniia_Nova_1383_062,HumanObservation
Veronica verna,Askaniia_Nova_1383,r,Askaniia_Nova_1383_063,HumanObservation
Vicia hirsuta,Askaniia_Nova_1383,r,Askaniia_Nova_1383_064,HumanObservation
Vicia lathyroides,Askaniia_Nova_1383,r,Askaniia_Nova_1383_065,HumanObservation
Vicia villosa,Askaniia_Nova_1383,5,Askaniia_Nova_1383_066,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1383,r,Askaniia_Nova_1383_067,HumanObservation
Achillea micranthoides,Askaniia_Nova_1384,r,Askaniia_Nova_1384_001,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1384,r,Askaniia_Nova_1384_002,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1384,r,Askaniia_Nova_1384_003,HumanObservation
Artemisia austriaca,Askaniia_Nova_1384,r,Askaniia_Nova_1384_004,HumanObservation
Atriplex sphaeromorpha,Askaniia_Nova_1384,r,Askaniia_Nova_1384_005,HumanObservation
Bromus squarrosus,Askaniia_Nova_1384,r,Askaniia_Nova_1384_006,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1384,r,Askaniia_Nova_1384_007,HumanObservation
Camelina microcarpa,Askaniia_Nova_1384,r,Askaniia_Nova_1384_008,HumanObservation
Cardaria draba,Askaniia_Nova_1384,r,Askaniia_Nova_1384_009,HumanObservation
Carduus uncinatus,Askaniia_Nova_1384,r,Askaniia_Nova_1384_010,HumanObservation
Carex praecox,Askaniia_Nova_1384,+,Askaniia_Nova_1384_011,HumanObservation
Consolida paniculata,Askaniia_Nova_1384,r,Askaniia_Nova_1384_012,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1384,r,Askaniia_Nova_1384_013,HumanObservation
Crepis ramosissima,Askaniia_Nova_1384,r,Askaniia_Nova_1384_014,HumanObservation
Cruciata pedemontana,Askaniia_Nova_1384,r,Askaniia_Nova_1384_015,HumanObservation
Dianthus guttatus,Askaniia_Nova_1384,r,Askaniia_Nova_1384_016,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1384,r,Askaniia_Nova_1384_017,HumanObservation
Eryngium campestre,Askaniia_Nova_1384,r,Askaniia_Nova_1384_018,HumanObservation
Euphorbia seguierana,Askaniia_Nova_1384,r,Askaniia_Nova_1384_019,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1384,r,Askaniia_Nova_1384_020,HumanObservation
Festuca valesiaca,Askaniia_Nova_1384,r,Askaniia_Nova_1384_021,HumanObservation
Galatella villosa,Askaniia_Nova_1384,r,Askaniia_Nova_1384_022,HumanObservation
Galium ruthenicum,Askaniia_Nova_1384,r,Askaniia_Nova_1384_023,HumanObservation
Galium spurium,Askaniia_Nova_1384,r,Askaniia_Nova_1384_024,HumanObservation
Inula britannica,Askaniia_Nova_1384,r,Askaniia_Nova_1384_025,HumanObservation
Koeleria cristata,Askaniia_Nova_1384,r,Askaniia_Nova_1384_026,HumanObservation
Lactuca serriola,Askaniia_Nova_1384,r,Askaniia_Nova_1384_027,HumanObservation
Lamium amplexicaule,Askaniia_Nova_1384,r,Askaniia_Nova_1384_028,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1384,r,Askaniia_Nova_1384_029,HumanObservation
Medicago romanica,Askaniia_Nova_1384,r,Askaniia_Nova_1384_030,HumanObservation
Myosotis micrantha,Askaniia_Nova_1384,r,Askaniia_Nova_1384_031,HumanObservation
Phlomis pungens,Askaniia_Nova_1384,r,Askaniia_Nova_1384_032,HumanObservation
Phlomoides scythica,Askaniia_Nova_1384,2,Askaniia_Nova_1384_033,HumanObservation
Poa bulbosa,Askaniia_Nova_1384,r,Askaniia_Nova_1384_034,HumanObservation
Potentilla argentea,Askaniia_Nova_1384,r,Askaniia_Nova_1384_035,HumanObservation
Psammophiliella muralis,Askaniia_Nova_1384,r,Askaniia_Nova_1384_036,HumanObservation
Ranunculus illyricus,Askaniia_Nova_1384,r,Askaniia_Nova_1384_037,HumanObservation
Salvia tesquicola,Askaniia_Nova_1384,r,Askaniia_Nova_1384_038,HumanObservation
Senecio jacobaea,Askaniia_Nova_1384,r,Askaniia_Nova_1384_039,HumanObservation
Seseli tortuosum,Askaniia_Nova_1384,r,Askaniia_Nova_1384_040,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1384,r,Askaniia_Nova_1384_041,HumanObservation
Stipa capillata,Askaniia_Nova_1384,r,Askaniia_Nova_1384_042,HumanObservation
Stipa ucrainica,Askaniia_Nova_1384,r,Askaniia_Nova_1384_043,HumanObservation
Taraxacum erythrospermum,Askaniia_Nova_1384,r,Askaniia_Nova_1384_044,HumanObservation
Tragopogon major,Askaniia_Nova_1384,r,Askaniia_Nova_1384_045,HumanObservation
Valerianella costata,Askaniia_Nova_1384,r,Askaniia_Nova_1384_046,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_1384,r,Askaniia_Nova_1384_047,HumanObservation
Veronica praecox,Askaniia_Nova_1384,r,Askaniia_Nova_1384_048,HumanObservation
Veronica spicata,Askaniia_Nova_1384,r,Askaniia_Nova_1384_049,HumanObservation
Vicia hirsuta,Askaniia_Nova_1384,r,Askaniia_Nova_1384_050,HumanObservation
Vicia villosa,Askaniia_Nova_1384,5,Askaniia_Nova_1384_051,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1384,r,Askaniia_Nova_1384_052,HumanObservation
Achillea micranthoides,Askaniia_Nova_1385,r,Askaniia_Nova_1385_001,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1385,r,Askaniia_Nova_1385_002,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1385,r,Askaniia_Nova_1385_003,HumanObservation
Artemisia austriaca,Askaniia_Nova_1385,r,Askaniia_Nova_1385_004,HumanObservation
Atriplex sphaeromorpha,Askaniia_Nova_1385,r,Askaniia_Nova_1385_005,HumanObservation
Bromus squarrosus,Askaniia_Nova_1385,r,Askaniia_Nova_1385_006,HumanObservation
Camelina microcarpa,Askaniia_Nova_1385,r,Askaniia_Nova_1385_007,HumanObservation
Cardaria draba,Askaniia_Nova_1385,r,Askaniia_Nova_1385_008,HumanObservation
Carduus uncinatus,Askaniia_Nova_1385,r,Askaniia_Nova_1385_009,HumanObservation
Carex praecox,Askaniia_Nova_1385,2,Askaniia_Nova_1385_010,HumanObservation
Consolida paniculata,Askaniia_Nova_1385,r,Askaniia_Nova_1385_011,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1385,1,Askaniia_Nova_1385_012,HumanObservation
Dianthus guttatus,Askaniia_Nova_1385,r,Askaniia_Nova_1385_013,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1385,r,Askaniia_Nova_1385_014,HumanObservation
Eryngium campestre,Askaniia_Nova_1385,r,Askaniia_Nova_1385_015,HumanObservation
Euphorbia seguierana,Askaniia_Nova_1385,r,Askaniia_Nova_1385_016,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1385,r,Askaniia_Nova_1385_017,HumanObservation
Ferula euxina,Askaniia_Nova_1385,r,Askaniia_Nova_1385_018,HumanObservation
Festuca valesiaca,Askaniia_Nova_1385,r,Askaniia_Nova_1385_019,HumanObservation
Galatella villosa,Askaniia_Nova_1385,r,Askaniia_Nova_1385_020,HumanObservation
Galium ruthenicum,Askaniia_Nova_1385,+,Askaniia_Nova_1385_021,HumanObservation
Inula britannica,Askaniia_Nova_1385,r,Askaniia_Nova_1385_022,HumanObservation
Koeleria cristata,Askaniia_Nova_1385,r,Askaniia_Nova_1385_023,HumanObservation
Lactuca serriola,Askaniia_Nova_1385,r,Askaniia_Nova_1385_024,HumanObservation
Limonium sareptanum,Askaniia_Nova_1385,r,Askaniia_Nova_1385_025,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1385,r,Askaniia_Nova_1385_026,HumanObservation
Medicago romanica,Askaniia_Nova_1385,r,Askaniia_Nova_1385_027,HumanObservation
Phlomis pungens,Askaniia_Nova_1385,r,Askaniia_Nova_1385_028,HumanObservation
Phlomoides scythica,Askaniia_Nova_1385,3,Askaniia_Nova_1385_029,HumanObservation
Potentilla argentea,Askaniia_Nova_1385,r,Askaniia_Nova_1385_030,HumanObservation
Salvia tesquicola,Askaniia_Nova_1385,r,Askaniia_Nova_1385_031,HumanObservation
Senecio jacobaea,Askaniia_Nova_1385,r,Askaniia_Nova_1385_032,HumanObservation
Seseli tortuosum,Askaniia_Nova_1385,r,Askaniia_Nova_1385_033,HumanObservation
